Período Ocorrência,Cidade,Descrição Local,Rubrica,Cidade Veículo,Cor Veículo,Ano Modelo,Tipo Veículo,Modelo Veículo,Marca Veículo,contagem_descricaolocal,contagem_modelo_veic
DE MADRUGADA,OSASCO,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,952,1278
PELA MANHÃ,MAUA,Estacionamento público,Furto (art. 155) - VEICULO,MAUA,Preta,0,AUTOMOVEL,MOBI LIKE,FIAT,962,349
PELA MANHÃ,BARUERI,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2020,AUTOMOVEL,ARGO DRIVE 1.0,FIAT,22353,368
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Cinza,2020,AUTOMOVEL,UP CONNECT TSI MD,VW,22353,4
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Cinza,2020,AUTOMOVEL,UP CONNECT TSI MD,VW,22353,4
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Preta,2008,MOTOCICLO,CG 125 FAN,HONDA,22353,93
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,0,AUTOMOVEL,WEEKEND ADVENTURE,FIAT,22353,14
A NOITE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,RENAULT EXPRESS 1.6,IMP,22353,1
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Branco,0,AUTOMOVEL,COBALT 18A LTZ,CHEVROLET,22353,135
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,COBALT 18A LTZ,CHEVROLET,22353,135
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2013,MOTOCICLO,XRE 300,HONDA,22353,149
EM HORA INCERTA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Vermelho,2018,MOTOCICLO,YBR125I FACTOR ED,YAMAHA,22353,14
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Preta,0,AUTOMOVEL,FOX EXTREME,VW,22353,2
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Preta,2019,AUTOMOVEL,PRISMA 1.4MT LT,CHEV,22353,127
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2019,AUTOMOVEL,PRISMA 1.4MT LT,CHEV,22353,127
PELA MANHÃ,DIADEMA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,DIADEMA,Via pública,Localização/Apreensão e Entrega de veículo,DIADEMA,Branco,2000,CAMINHONETE,STRADA WORKING,FIAT,22353,49
PELA MANHÃ,DIADEMA,Via pública,Localização/Apreensão e Entrega de veículo,DIADEMA,Branco,2010,CAMINHÃO,8.150E DELIVERY,VW,22353,15
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Branco,2000,CAMINHONETE,STRADA WORKING,FIAT,22353,49
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Branco,2010,CAMINHÃO,8.150E DELIVERY,VW,22353,15
PELA MANHÃ,DIADEMA,Via pública,"Incêndio (art. 250, caput)",,,0,,,,22353,0
PELA MANHÃ,DIADEMA,Via pública,"Incêndio (art. 250, caput)",DIADEMA,Branco,2000,CAMINHONETE,STRADA WORKING,FIAT,22353,49
PELA MANHÃ,DIADEMA,Via pública,"Incêndio (art. 250, caput)",DIADEMA,Branco,2010,CAMINHÃO,8.150E DELIVERY,VW,22353,15
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,GOL CL 1.6 MI,VW,22353,73
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,2010,CAMINHONETE,HR HDB,HYUNDAI,22353,100
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Cinza,0,AUTOMOVEL,CHEVROLET AGILE LTZ,I,22353,42
A TARDE,EMBU DAS ARTES,Outros,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Branco,0,AUTOMOVEL,FIORINO HD WK E,FIAT,645,35
A TARDE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.ANDRE,Vermelho,2017,AUTOMOVEL,HR-V EX CVT,HONDA,22353,42
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,2017,AUTOMOVEL,HR-V EX CVT,HONDA,22353,42
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,0,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,MOTOCICLO,XRE 300,HONDA,22353,149
A TARDE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,ARGO DRIVE 1.0,FIAT,22353,368
A TARDE,S.BERNARDO DO CAMPO,Estacionamento público,Furto (art. 155) - VEICULO,CAMPINAS,Preta,0,MOTOCICLO,MT07 ABS,YAMAHA,962,1
A TARDE,GUARULHOS,Estacionamento público,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,PARATI CL,VW,962,29
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,VW GOL 1.6,I,22353,18
A TARDE,POA,Via pública,Furto (art. 155) - VEICULO,POA,Marrom,1986,AUTOMOVEL,ESCORT GL,FORD,22353,15
A NOITE,GUARULHOS,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,GUARULHOS,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Preta,2020,AUTOMOVEL,KA SE 1.0 SD C,FORD,22353,55
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2020,AUTOMOVEL,KA SE 1.0 SD C,FORD,22353,55
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,0,AUTOMOVEL,HYUNDAI I30 2.0,I,22353,216
A NOITE,CARAPICUIBA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,CARAPICUIBA,Via pública,Localização/Apreensão e Entrega de veículo,OSASCO,Prata,0,MOTOCICLO,BIZ 125,HONDA,22353,30
A NOITE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,0,MOTOCICLO,BIZ 125,HONDA,22353,30
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,AUTOMOVEL,KA SE 1.0 HA,FORD,22353,170
A NOITE,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,OSASCO,Branco,2000,CAMINHONETE,FIORINO IE,FIAT,22353,77
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,2000,CAMINHONETE,FIORINO IE,FIAT,22353,77
A TARDE,COTIA,Via pública,Furto (art. 155) - VEICULO,TABOAO DA SERRA,Preta,0,AUTOMOVEL,GOL 1.6,VW,22353,11
A TARDE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2021,MOTOCICLO,POP 110I,HONDA,22353,122
A TARDE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,TABOAO DA SERRA,Preta,0,AUTOMOVEL,UNO MILLE SX,FIAT,22353,78
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,SIENA EL FLEX,FIAT,22353,14
A NOITE,POA,Via pública,Furto (art. 155) - VEICULO,SUZANO,Preta,0,MOTOCICLO,FZ25 FAZER,YAMAHA,22353,205
A TARDE,TABOAO DA SERRA,Estacionamento público,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Preta,0,AUTOMOVEL,HB20S 1.0M COMF,HYUNDAI,962,36
A TARDE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,XTZ150 CROSSER S,YAMAHA,22353,13
EM HORA INCERTA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Cinza,2020,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,ITAPEVI,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,ITAPEVI,Vermelho,0,MOTOCICLO,CG 160 TITAN,HONDA,952,662
A TARDE,S.ANDRE,Comércio e serviços,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,2015,MOTOCICLO,CG 150 TITAN EX,HONDA,603,34
A NOITE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,SUZANO,Branco,0,AUTOMOVEL,SANDERO STW 16HP,RENAULT,22353,5
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,TUCSON GLSB,HYUNDAI,22353,127
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,MOTOCICLO,HONDA 150,H,22353,45
A NOITE,ITAPECERICA DA SERRA,Via pública,Furto (art. 155) - VEICULO,ITAPECERICA DA SERRA,Azul,0,AUTOMOVEL,CORSA WIND,GM,22353,785
EM HORA INCERTA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,RIO GRANDE DA SERRA,Prata,2018,AUTOMOVEL,VW SPACEFOX TL MBV,I,22353,6
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Verde,0,AUTOMOVEL,QUANTUM 2000 MI EVID.,VW,22353,2
A NOITE,GUARULHOS,Outros,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,CB 300R,HONDA,645,115
A NOITE,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Verde,0,AUTOMOVEL,CORSA GL,GM,22353,83
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,SUZANO,Cinza,2019,AUTOMOVEL,ETIOS HB XPLUS MT,TOYOTA,22353,3
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,FIORINO ENDURANCE,FIAT,22353,13
DE MADRUGADA,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,1996,AUTOMOVEL,CORSA GL,GM,22353,83
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Cinza,0,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,22353,438
DE MADRUGADA,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,0,AUTOMOVEL,GOL 16V,VW,22353,89
DE MADRUGADA,POA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
DE MADRUGADA,POA,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Prata,2001,AUTOMOVEL,CORSA WIND,GM,22353,785
DE MADRUGADA,POA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,POA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,2001,AUTOMOVEL,CORSA WIND,GM,22353,785
DE MADRUGADA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,0,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,RIBEIRAO PIRES,Prata,0,AUTOMOVEL,FIESTA FLEX,FORD,22353,71
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,2011,CAMINHONETE,HAFEI RUIYI PICKUP L,I,22353,1
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Azul,0,AUTOMOVEL,NOVO VOYAGE CL MBV,VW,22353,9
PELA MANHÃ,BARUERI,Via pública,Furto (art. 155) - VEICULO,BARUERI,Preta,0,AUTOMOVEL,VW GOL 1.0 PLUS,I,22353,36
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,TUCSON GLSB,HYUNDAI,22353,127
DE MADRUGADA,MAUA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,CORSA GL,GM,952,83
DE MADRUGADA,BARUERI,Via pública,Furto (art. 155) - VEICULO,BARUERI,Vermelho,1996,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
DE MADRUGADA,MAIRIPORA,Restaurante e afins,Furto (art. 155) - VEICULO,MAIRIPORA,Vermelho,1995,AUTOMOVEL,CORSA WIND,GM,15,785
EM HORA INCERTA,OSASCO,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,OSASCO,Branco,2015,MOTOCICLO,XTZ150 CROSSER ED,YAMAHA,952,12
DE MADRUGADA,SANTANA DE PARNAIBA,Via pública,Furto (art. 155) - VEICULO,SANTANA DE PARNAIBA,Branco,0,AUTOMOVEL,EXPRESS DRC 4X2,VW,22353,8
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Preta,0,AUTOMOVEL,SPIN 1.8L AT ACT7,CHEV,22353,30
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Vermelho,0,AUTOMOVEL,ELBA WEEKEND IE,FIAT,22353,17
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Vermelho,1991,AUTOMOVEL,MONZA SL,GM,22353,120
A TARDE,COTIA,Via pública,Furto (art. 155) - VEICULO,BARUERI,Prata,1989,AUTOMOVEL,CHEVETTE SL,GM,22353,21
A NOITE,MAUA,Estacionamento com vigilância,Furto (art. 155) - VEICULO,MAUA,Preta,0,AUTOMOVEL,PRISMA 1.4L LT,CHEVROLET,213,18
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,ASTRA HB 4P ADVANTAGE,GM,22353,9
DE MADRUGADA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,INDAIATUBA,Prata,0,AUTOMOVEL,RENAULT SCENIC RT 1.9I,I,22353,1
A TARDE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Prata,0,MOTOCICLO,PCX 150,HONDA,22353,234
A TARDE,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Prata,0,AUTOMOVEL,FORD RANGER XL 13P,I,22353,8
EM HORA INCERTA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2019,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,22353,211
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,JAGUARARI,Azul,2021,CAMINHONETE,TORO ULTRA AT9 D4,FIAT,22353,4
EM HORA INCERTA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2019,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,22353,211
EM HORA INCERTA,OSASCO,Via pública,Furto (art. 155) - VEICULO,BARUERI,Branco,2002,CAMINHONETE,FIORINO IE,FIAT,22353,77
A TARDE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,TABOAO DA SERRA,Preta,0,AUTOMOVEL,PUNTO ELX 1.4,FIAT,22353,12
DE MADRUGADA,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Preta,0,AUTOMOVEL,CORSA,GM,22353,29
DE MADRUGADA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,,M.BENZ 311CDI STREET C,I,22353,3
DE MADRUGADA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,Não Informado,M.BENZ 311CDI STREET C,I,22353,3
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Preta,0,AUTOMOVEL,ARGO DRIVE 1.0,FIAT,22353,368
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Vermelho,0,AUTOMOVEL,ONIX 1.4AT LTZ,CHEVROLET,22353,150
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,SEROPEDICA,Branco,2020,AUTOMOVEL,GOL 1.0L MC4,VW,22353,249
A NOITE,FRANCISCO MORATO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,FRANCISCO MORATO,Via pública,Localização/Apreensão e Entrega de veículo,CAMPO LIMPO PAULISTA,Vermelho,1999,AUTOMOVEL,GOL MI,VW,22353,147
A NOITE,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,CAMPO LIMPO PAULISTA,Vermelho,1999,AUTOMOVEL,GOL MI,VW,22353,147
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Preta,0,MOTOCICLO,CG 125 FAN,HONDA,22353,93
DE MADRUGADA,ITAQUAQUECETUBA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,0,AUTOMOVEL,GOL SPECIAL,VW,952,196
DE MADRUGADA,JANDIRA,Via pública,Furto (art. 155) - VEICULO,JANDIRA,Vermelho,0,MOTOCICLO,HONDA 150,H,22353,45
PELA MANHÃ,MOGI DAS CRUZES,Estacionamento com vigilância,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,0,AUTOMOVEL,BRASILIA,VW,213,4
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,0,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,22353,89
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,UNO 1.0,FIAT,22353,33
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,0,AUTOMOVEL,CITROEN C3 14,I,22353,2
EM HORA INCERTA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Azul,2020,MOTOCICLO,NXR160 BROS ESDD,HONDA,22353,91
A TARDE,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de objeto,,,0,,,,22353,0
A TARDE,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de objeto,S.PAULO,Vermelho,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
A TARDE,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Vermelho,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
A TARDE,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Vermelho,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,MOTOCICLO,HONDA CA150,I,22353,1
A NOITE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Azul,0,MOTOCICLO,NXR 160 BROS,HONDA,22353,23
A NOITE,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Azul,0,AUTOMOVEL,UNO 1.0,FIAT,22353,33
A NOITE,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,0,AUTOMOVEL,FORD FOCUS 2.0L FC,I,22353,4
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Preta,0,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,22353,438
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,2017,CAMINHONETE,STRADA HD WK CC E,FIAT,22353,43
DE MADRUGADA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,AUTOMOVEL,SANDERO AUTH 10,RENAULT,22353,48
EM HORA INCERTA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2015,AUTOMOVEL,208 ACTIVE PACK,PEUGEOT,22353,1
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Prata,0,AUTOMOVEL,HYUNDAI TUCSON GLS,I,22353,7
PELA MANHÃ,MAUA,Via pública,Localização/Apreensão de veículo,,,0,,,,22353,0
PELA MANHÃ,MAUA,Via pública,Localização/Apreensão de veículo,BELO HORIZONTE,Branco,2022,AUTOMOVEL,ARGO 1.0,FIAT,22353,120
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2022,AUTOMOVEL,ARGO 1.0,FIAT,22353,120
A NOITE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Cinza,1997,AUTOMOVEL,GOL I PLUS,VW,22353,7
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,SUZANO,Azul,0,AUTOMOVEL,T CROSS CL TSI AD,VW,22353,35
DE MADRUGADA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,1999,AUTOMOVEL,GOL 16V,VW,22353,89
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,AUTOMOVEL,KA SE 1.0 HA,FORD,22353,170
DE MADRUGADA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,0,AUTOMOVEL,CORSA MILENIUM,GM,22353,132
DE MADRUGADA,OSASCO,Estacionamento público,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,962,89
PELA MANHÃ,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,MOTOCICLO,CG 125 FAN KS,HONDA,22353,89
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Bege,2004,AUTOMOVEL,CORSA CLASSIC,GM,22353,31
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Cinza,0,MOTOCICLO,ELITE 125,HONDA,22353,37
DE MADRUGADA,S.BERNARDO DO CAMPO,Condominio Residencial,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Cinza,1999,AUTOMOVEL,UNO MILLE EX,FIAT,330,107
DE MADRUGADA,GUARULHOS,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,XRE 300,HONDA,952,149
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,2006,MOTOCICLO,CG 150 TITAN KS,HONDA,22353,136
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,2011,AUTOMOVEL,UNO WAY 1.4,FIAT,22353,26
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,2011,AUTOMOVEL,UNO WAY 1.4,FIAT,22353,26
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,2011,AUTOMOVEL,UNO WAY 1.4,FIAT,22353,26
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Cinza,1998,AUTOMOVEL,VECTRA GL,GM,22353,4
PELA MANHÃ,CARAPICUIBA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,CARAPICUIBA,Azul,0,MOTOCICLO,LANDER XTZ250,YAMAHA,952,19
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Cinza,0,AUTOMOVEL,GOL SPECIAL,VW,22353,196
DE MADRUGADA,OSASCO,Residência,Furto (art. 155) - VEICULO,OSASCO,Vermelho,2022,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BRAGANCA PAULISTA,Branco,2017,AUTOMOVEL,ONIX 1.4MT LT,CHEVROLET,22353,114
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,2006,AUTOMOVEL,CLIO AUT 1.0 H,RENAULT,22353,1
A NOITE,GUARULHOS,Centro Comerc./Empresarial,Furto (art. 155) - VEICULO,ITAPEVI,Preta,2014,AUTOMOVEL,PALIO ATTRACTIV 1.0,FIAT,252,96
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2023,MOTONETA,FLUO 125,YAMAHA,22353,1
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Cinza,0,AUTOMOVEL,ONIX 1.4AT ACT,CHEVROLET,22353,155
A TARDE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
